age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Probability,name,balance,income,outflow_factor,outflow,Product,Email,Language,customer_since_years,Phone,Email_propensity,Call_propensity,Text_propensity
48,management,married,5,0,1,0,1,7,1,3,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.0599996703165417,Stephanie Scott,59672,1059.11,1.32555730035936,1403.91,CC003,stephanie.scott@gmail.com,German,25.0,001-585-926-4673,0.69,0.44,0.68
29,management,single,5,0,1,0,0,11,3,1,999,0,-999,-0.1,93.2,-42.0,4.12,5195.8,0.0525783889220617,Christine Haynes,79407,2408.43,0.3,722.53,L002,christine.haynes@gmail.com,English,11.0,990-211-2602x78170,0.95,0.41,0.28
31,technician,married,5,0,1,0,0,6,5,3,999,0,-999,1.4,94.465,-41.8,4.967,5228.1,0.0442234362797423,John Beck,192817,2995.84,0.8667200114214263,2596.55,L002,john.beck@yahoo.com,German,13.0,733.638.9637x92802,0.58,0.69,0.61
40,self-employed,single,5,0,1,0,1,7,3,3,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.0648876341333183,Lisa Strickland,25943,1907.48,0.6837651144646346,1304.27,CC003,lisa.strickland@gmail.com,English,22.0,001-297-245-3993x57457,0.75,0.48,0.3
29,blue-collar,married,1,0,1,0,1,11,1,1,999,0,-999,-0.1,93.2,-42.0,4.191,5195.8,0.0558211568912713,Lauren Burke,12354,3085.72,0.4837063551921217,1492.58,L002,lauren.burke@hotmail.com,German,11.0,968.593.1198,0.56,0.6,0.8
46,self-employed,married,5,0,0,1,1,8,4,3,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.057207402147308,Vanessa Taylor,124266,1344.61,0.8395081808808453,1128.81,L002,vanessa.taylor@hotmail.com,German,25.0,+1-688-631-0894,0.54,0.49,0.29
34,admin.,single,5,0,1,0,1,5,3,1,999,0,-999,-1.8,92.893,-46.2,1.334,5099.1,0.1023316031621185,Nicholas Harris,27766,4643.9,0.3,1393.17,L002,nicholas.harris@hotmail.com,English,16.0,001-412-597-1096x441,0.81,0.7,0.22
75,retired,divorced,1,-999,1,0,1,10,4,1,999,0,-999,-3.4,92.431,-26.9,0.754,5017.5,0.3780275117335697,Eric Cruz,103194,2825.68,0.5322059278809486,1503.84,L001,eric.cruz@hotmail.com,German,41.0,(439)529-3675,0.68,0.62,0.74
42,blue-collar,married,2,0,0,0,1,5,3,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0.0550495219815106,Brooke Nguyen,158904,3393.09,1.2865942995342932,4365.53,L002,brooke.nguyen@hotmail.com,English,24.0,(522)236-2374,0.91,0.55,0.64
42,technician,married,4,0,0,0,1,4,4,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0.3429581592947257,Wendy Fisher,173583,965.15,1.7207610267987234,1660.79,L002,wendy.fisher@yahoo.com,German,21.0,(828)570-9144x178,0.79,0.56,0.65
38,admin.,divorced,5,0,1,0,1,4,2,2,999,0,-999,-1.8,93.075,-47.1,1.384,5099.1,0.2359050110498523,Aaron Morales,44927,4342.52,1.5850607445693363,6883.16,L002,aaron.morales@yahoo.com,English,20.0,+1-442-997-8931x35020,0.98,0.51,0.84
32,technician,divorced,2,0,0,0,1,4,1,1,999,0,-999,-1.8,93.075,-47.1,1.405,5099.1,0.1644653158271364,Alexandra Noble,2629,1341.27,0.3,402.38,L001,alexandra.noble@gmail.com,English,14.0,(235)378-1638x1031,0.71,0.62,0.81
38,blue-collar,single,2,0,0,0,1,5,3,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0.0750360936872218,Katrina Shaw,116194,1964.88,1.1494997796047448,2258.63,L001,katrina.shaw@hotmail.com,German,20.0,+1-907-253-4637x6098,0.81,0.77,0.55
34,entrepreneur,single,4,0,0,1,0,6,5,4,999,0,-999,1.4,94.465,-41.8,4.967,5228.1,0.0401333688401195,Shane Potts,154437,1033.73,1.3538597339673637,1399.53,L002,shane.potts@gmail.com,German,16.0,320.992.6318,0.66,0.67,0.37
75,housemaid,divorced,1,0,0,0,0,11,1,8,3,1,1,-3.4,92.649,-30.1,0.714,5017.5,0.2309110186668574,David Hanson,123205,4658.99,1.704949958665578,7943.34,CC003,david.hanson@yahoo.com,German,39.0,+1-735-613-8536x52630,0.72,0.67,0.32
32,technician,married,5,0,1,0,1,8,5,1,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.0565810881556913,Gary Thompson,86738,4791.57,0.98671529319703,4727.92,L001,gary.thompson@yahoo.com,English,14.0,931.457.9317x510,0.73,0.52,0.45
47,blue-collar,married,1,-999,0,0,0,5,5,1,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0305620555839507,Vincent Gonzalez,165020,4487.28,1.073820149940998,4818.53,L002,vincent.gonzalez@hotmail.com,German,25.0,402-270-3845x23419,0.56,0.71,0.42
25,student,single,3,0,1,0,0,5,1,7,999,0,-999,-1.8,92.893,-46.2,1.244,5099.1,0.0623079835070581,Cynthia Lindsey,30707,1359.11,0.7496798488251872,1018.9,L002,cynthia.lindsey@hotmail.com,English,7.0,001-457-926-6131x079,0.54,0.64,0.84
44,management,married,5,0,1,0,1,5,5,1,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0.0925701597579474,Linda Valentine,67417,3118.93,0.3,935.68,L001,linda.valentine@hotmail.com,English,23.0,+1-460-961-1790x225,0.79,0.59,0.61
51,unemployed,married,3,0,1,0,1,9,3,2,999,0,-999,-3.4,92.379,-29.8,0.768,5017.5,0.3509281040827547,Robert Richardson,133822,3120.68,0.3,936.2,L001,robert.richardson@hotmail.com,German,27.0,4745612727,0.72,0.75,0.77
41,technician,married,5,0,0,0,1,4,2,1,999,0,-999,-1.8,93.075,-47.1,1.405,5099.1,0.1859882650949788,Angela Everett,7220,3845.62,1.3867765348183494,5333.02,L002,angela.everett@gmail.com,German,21.0,001-987-567-3553x66498,0.99,0.4,0.42
41,unknown,married,-999,0,1,0,1,8,1,1,999,0,-999,1.4,93.444,-36.1,4.97,5228.1,0.0468498297502861,Michael Green,199058,3919.43,1.4042177761257495,5503.73,L001,michael.green@gmail.com,German,21.0,669.812.1452x5374,0.96,0.52,0.84
30,technician,divorced,5,0,0,0,1,8,1,5,999,0,-999,1.4,93.444,-36.1,4.965,5228.1,0.0503033259782974,Robert Griffith,118001,4519.74,0.3,1355.92,L001,robert.griffith@yahoo.com,German,12.0,(487)687-0966x1152,0.52,0.67,0.74
34,technician,single,4,0,1,0,1,5,1,6,999,0,-999,-1.8,92.893,-46.2,1.299,5099.1,0.0755866512064717,Mary Hendrix,195863,1609.41,0.4496874649330984,723.73,L001,mary.hendrix@hotmail.com,German,16.0,539-468-3831x2814,0.66,0.75,0.34
38,unknown,married,-999,0,1,0,1,8,4,10,999,0,-999,1.4,93.444,-36.1,4.962,5228.1,0.0412240517971935,Pamela Shields,32460,1017.75,1.490348418280616,1516.8,CC003,pamela.shields@gmail.com,German,20.0,202.969.3037,0.52,0.75,0.73
47,entrepreneur,divorced,3,0,0,0,1,4,4,5,999,0,-999,-1.8,93.075,-47.1,1.41,5099.1,0.1185934872645216,Leonard Hall,187293,1435.4,0.9229460879860952,1324.8,L002,leonard.hall@hotmail.com,German,29.0,503-442-4679x36198,0.75,0.44,0.53
48,admin.,married,2,0,0,0,1,5,5,2,999,0,-999,-1.8,92.893,-46.2,1.313,5099.1,0.093524881475394,Lauren Collier,75035,4782.01,0.3,1434.6,L002,lauren.collier@hotmail.com,English,25.0,2424567362,0.56,0.57,0.58
29,admin.,single,5,0,1,0,1,8,4,1,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.066872077654838,Allison Lewis,108799,2536.7,0.3,761.01,L001,allison.lewis@gmail.com,English,11.0,(474)630-1366x29258,0.64,0.74,0.81
43,admin.,single,5,0,1,0,1,11,5,1,999,0,-999,-0.1,93.2,-42.0,4.021,5195.8,0.0703401677320422,William Hale,15451,2164.94,1.1101820465718988,2403.48,L002,william.hale@gmail.com,German,23.0,(881)926-9107,0.75,0.55,0.28
46,management,married,1,-999,0,0,0,5,4,7,999,0,-999,1.1,93.994,-36.4,4.86,5191.0,0.0312038814805884,John Perez,23846,1250.9,1.7372273751564609,2173.1,CC003,john.perez@gmail.com,German,23.0,638-398-0107,0.84,0.56,0.67
31,blue-collar,single,3,0,0,0,1,7,2,2,999,0,-999,1.4,93.918,-42.7,4.961,5228.1,0.0642113449855515,Kyle Wiggins,54244,4088.04,0.846460216254376,3460.36,CC003,kyle.wiggins@hotmail.com,German,13.0,6912961997,0.91,0.72,0.84
29,technician,single,4,-999,0,0,1,11,4,1,999,0,-999,-0.1,93.2,-42.0,4.076,5195.8,0.0676083162123714,Melanie Gallegos,112608,2407.26,0.777805121542492,1872.38,CC003,melanie.gallegos@gmail.com,English,11.0,845.880.6101x800,0.75,0.62,0.54
57,technician,married,5,0,0,0,1,8,4,1,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.0565043224848797,Holly Smith,118633,4413.68,0.8644139161664305,3815.25,CC003,holly.smith@yahoo.com,German,29.0,669.460.9089x597,0.96,0.48,0.53
26,entrepreneur,single,3,0,1,0,1,5,1,2,999,0,-999,-1.8,92.893,-46.2,1.244,5099.1,0.1088938947959381,Heather Doyle,70438,4314.47,0.9484323504240604,4091.98,L002,heather.doyle@hotmail.com,English,8.0,(696)975-5124,0.98,0.53,0.47
74,retired,married,4,0,0,0,1,5,5,4,999,3,0,-1.8,93.876,-40.0,0.699,5008.7,0.4785200404638454,Bridget Bryant,39250,3073.55,0.8645714750448815,2657.3,L001,bridget.bryant@yahoo.com,German,39.0,888.708.0384x016,0.61,0.42,0.2
59,technician,married,5,0,0,0,1,8,3,4,999,0,-999,-2.9,92.201,-31.4,0.879,5076.2,0.302819386537591,Paige Malone,28943,2288.14,0.3,686.44,CC003,paige.malone@yahoo.com,German,30.0,989.825.0417,0.8,0.5,0.47
47,services,divorced,3,0,1,0,0,5,1,5,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0275165975501649,Charles Alvarez,40093,1325.14,0.628089509541124,832.31,L002,charles.alvarez@gmail.com,German,29.0,+1-922-396-9886x2261,0.8,0.62,0.33
31,admin.,single,3,0,1,0,1,7,3,1,999,0,-999,1.4,93.918,-42.7,4.957,5228.1,0.0745258645438876,Alec Berry,135409,3946.24,0.8304256527343554,3277.06,L002,alec.berry@yahoo.com,German,13.0,001-263-990-0250,0.63,0.62,0.26
23,blue-collar,single,2,0,1,0,1,7,2,1,999,0,-999,1.4,93.918,-42.7,4.961,5228.1,0.0646694453473196,Lisa Cook,91646,3030.47,0.4290769643784925,1300.3,L001,lisa.cook@hotmail.com,German,5.0,3919912817,0.55,0.54,0.24
32,entrepreneur,single,5,0,0,0,1,7,5,2,999,0,-999,1.4,93.918,-42.7,4.957,5228.1,0.0648574631908161,Mark Martinez,127013,4217.99,0.7112284274987078,2999.95,L002,mark.martinez@yahoo.com,German,14.0,+1-562-887-5595x66600,0.57,0.75,0.43
54,blue-collar,married,1,0,0,0,0,5,2,6,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0.0338109843604777,James Kim,36853,4742.26,0.5570092596216354,2641.48,L002,james.kim@hotmail.com,German,29.0,+1-399-456-8676x532,0.86,0.63,0.74
49,blue-collar,married,1,-999,0,1,1,8,2,5,999,0,-999,1.4,93.444,-36.1,4.965,5228.1,0.0445622906888727,Michael Hernandez,191726,1596.09,0.4134273797151966,659.87,CC003,michael.hernandez@gmail.com,English,25.0,922-890-3380x876,0.63,0.67,0.88
45,management,married,2,-999,1,0,1,5,1,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,0.0673504429850874,Alexis Mcdonald,97146,1452.48,0.7396670692019941,1074.35,L002,alexis.mcdonald@yahoo.com,German,26.0,+1-755-744-3003x9505,0.65,0.59,0.34
42,blue-collar,married,1,0,1,0,0,6,4,2,999,0,-999,1.4,94.465,-41.8,4.866,5228.1,0.0373097981936774,Jason Carey,170693,1323.02,0.3343664400868008,442.37,L001,jason.carey@hotmail.com,German,22.0,855.648.6339x8921,0.6,0.73,0.3
32,admin.,single,5,0,1,0,0,11,5,1,999,0,-999,-3.4,92.649,-30.1,0.714,5017.5,0.2985974534111039,James Baldwin,77685,3254.42,1.02893162338723,3348.58,L001,james.baldwin@hotmail.com,English,14.0,552.737.2320,0.54,0.79,0.48
43,technician,married,4,0,0,0,1,4,4,1,999,0,-999,-1.8,93.075,-47.1,1.435,5099.1,0.1842896356836044,John Knight,129694,1380.1,1.3423313405531414,1852.55,L002,john.knight@yahoo.com,German,25.0,999.453.3743,0.89,0.75,0.42
30,unemployed,single,5,0,1,0,1,4,3,1,999,0,-999,-1.8,93.075,-47.1,1.405,5099.1,0.2071468296441755,Melissa Watts,114991,1227.92,1.2017886094325196,1475.7,L002,melissa.watts@gmail.com,German,12.0,(816)936-0562x039,0.91,0.62,0.71
54,entrepreneur,married,1,0,1,0,1,11,2,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0.0462413956805275,Frank Davis,189557,4411.34,0.606409046409416,2675.08,CC003,frank.davis@gmail.com,German,28.0,(326)772-3810x9264,0.75,0.67,0.61
56,services,married,1,0,1,1,1,4,1,1,999,0,-999,-1.8,93.075,-47.1,1.405,5099.1,0.1212009201974562,Lisa Ellis,25961,4047.87,1.4418730501800388,5836.51,CC003,lisa.ellis@hotmail.com,English,28.0,(723)349-6670,1.0,0.69,0.35
24,student,single,3,0,1,1,1,7,2,3,999,1,0,-1.7,94.215,-40.3,0.835,4991.6,0.4006521756706028,Terri Cruz,196413,1188.56,0.3,356.57,CC003,terri.cruz@hotmail.com,German,6.0,635-365-7144x32784,0.6,0.61,0.65
36,management,married,5,0,1,0,0,5,3,2,999,0,-999,1.1,93.994,-36.4,4.858,5191.0,0.036391279871631,Lori Hurst,45730,3900.01,0.9290462967180236,3623.29,L002,lori.hurst@hotmail.com,English,18.0,840-938-2936x48438,0.88,0.48,0.61
33,technician,single,4,0,1,0,1,5,3,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0.0867258859459933,Debbie Keith,35352,2648.47,0.3,794.54,L002,debbie.keith@yahoo.com,German,15.0,001-330-413-5202x6591,0.8,0.47,0.58
31,management,single,5,0,1,0,1,11,4,1,999,0,-999,-0.1,93.2,-42.0,4.076,5195.8,0.0730832639768876,Robert Hensley,10227,1947.44,2.210007584729655,4303.86,L001,robert.hensley@hotmail.com,English,13.0,9663886546,0.96,0.52,0.38
32,unemployed,married,3,0,0,0,0,9,2,1,999,1,0,-1.1,94.199,-37.5,0.877,4963.6,0.1822894435321249,Cody Warren,8033,4128.06,0.3,1238.42,L001,cody.warren@yahoo.com,German,14.0,816.352.8583,0.72,0.56,0.42
30,technician,married,3,0,1,0,0,5,4,6,999,0,-999,1.1,93.994,-36.4,4.86,5191.0,0.0356559987141246,Rachel Garcia,22287,3510.83,0.3,1053.25,L002,rachel.garcia@yahoo.com,German,12.0,222.678.2859,0.94,0.54,0.53
48,management,married,5,0,1,1,1,8,2,1,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.0555202394452834,Nathan Oliver,170726,2888.42,0.5674277035318112,1638.97,CC003,nathan.oliver@gmail.com,German,25.0,302-272-0048,0.63,0.53,0.78
33,blue-collar,single,2,0,1,0,1,7,2,1,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.0611053012679413,Joseph Reyes,74117,1767.55,0.5270146884857697,931.52,L002,joseph.reyes@gmail.com,German,15.0,631.961.5021x45302,0.68,0.61,0.56
42,blue-collar,married,1,-999,1,1,0,5,5,3,999,0,-999,1.1,93.994,-36.4,4.859,5191.0,0.0319888306988776,Albert Medina,2756,1209.6,1.1942010736484487,1444.51,CC003,albert.medina@gmail.com,German,24.0,(635)331-0284x7529,0.92,0.68,0.84
33,admin.,married,5,0,0,0,0,5,5,2,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.035729729081013,Megan Castaneda,115728,619.28,1.176316029691173,728.47,L002,megan.castaneda@yahoo.com,English,15.0,(826)539-4836x71093,0.91,0.45,0.8
25,blue-collar,married,2,0,0,0,1,7,4,5,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.0552049302394858,Douglas Foster,36222,3608.67,0.910407188484018,3285.36,CC003,douglas.foster@gmail.com,German,7.0,6075221322,0.85,0.76,0.83
33,admin.,single,5,0,1,0,1,8,3,2,999,0,-999,1.4,93.444,-36.1,4.965,5228.1,0.0618427416758162,Kristina Hancock,50937,1924.22,0.569381749038147,1095.62,L002,kristina.hancock@yahoo.com,German,15.0,001-702-695-4638x34202,0.54,0.43,0.8
41,technician,divorced,5,0,1,0,1,8,5,1,999,1,0,-1.7,94.027,-38.3,0.905,4991.6,0.3754242280684354,Patricia Lopez,177509,4964.56,0.75410338763663,3743.79,L001,patricia.lopez@yahoo.com,English,23.0,001-630-401-7202x969,0.89,0.61,0.85
36,blue-collar,married,1,-999,0,0,0,7,3,3,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.0361099098212716,William Lindsey,88752,4202.99,1.5424135964158596,6482.75,CC003,william.lindsey@yahoo.com,German,18.0,4014653667,0.89,0.78,0.56
52,technician,married,3,0,1,0,0,5,1,2,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0331216761223828,Erika Campos,50209,2835.7,0.8134195855035987,2306.61,CC003,erika.campos@yahoo.com,German,32.0,001-262-793-2896,0.52,0.78,0.2
29,technician,single,4,0,1,0,1,11,5,2,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0.0543526996500775,Rebecca Roberts,60452,4179.13,1.4664622242693208,6128.54,L002,rebecca.roberts@yahoo.com,German,11.0,834.525.5386x5783,0.56,0.64,0.51
34,technician,married,5,0,0,0,0,5,2,10,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0291595262971557,Ralph Hughes,114674,643.14,0.3,192.94,L001,ralph.hughes@hotmail.com,German,16.0,001-293-904-9886x019,0.75,0.42,0.3
44,technician,married,4,0,1,0,1,8,2,1,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.0561963405054046,Terry Shepherd,8654,2729.7,0.7646714383279785,2087.32,L002,terry.shepherd@gmail.com,German,23.0,972-410-1417,0.68,0.67,0.28
43,blue-collar,married,1,0,-999,-999,0,6,4,2,999,0,-999,1.4,94.465,-41.8,4.958,5228.1,0.0374006515461064,Jeffrey Moore,181433,2782.74,0.5837649426341548,1624.47,L002,jeffrey.moore@hotmail.com,English,24.0,(865)272-6138x75065,0.95,0.41,0.76
30,blue-collar,single,1,0,1,0,1,7,2,2,999,0,-999,1.4,93.918,-42.7,4.961,5228.1,0.0641927902949934,Anthony Villarreal,16245,4312.92,0.3,1293.88,L001,anthony.villarreal@yahoo.com,German,12.0,338.632.1432x933,0.9,0.57,0.3
38,admin.,single,5,0,-999,-999,1,4,1,2,999,0,-999,-1.8,93.075,-47.1,1.405,5099.1,0.1940561813884374,Patricia Hickman,187540,899.21,0.959741101773244,863.01,CC003,patricia.hickman@gmail.com,English,20.0,395.719.1984x338,0.68,0.71,0.75
30,admin.,married,1,0,1,1,1,7,4,1,999,0,-999,1.4,93.918,-42.7,4.958,5228.1,0.0677227870970764,Jennifer Reed,123651,4211.33,1.275693626678199,5372.37,L001,jennifer.reed@hotmail.com,German,12.0,732.623.8783x00813,0.5,0.61,0.27
36,admin.,divorced,5,0,1,0,1,8,2,2,999,0,-999,1.4,93.444,-36.1,4.968,5228.1,0.0569216519428365,Christine Reyes,156457,2474.59,0.6652936017243328,1646.33,CC003,christine.reyes@gmail.com,English,18.0,(301)781-7296x6060,0.8,0.42,0.35
48,blue-collar,married,2,-999,0,0,1,8,4,3,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.0487964916815741,Rebecca Diaz,181583,1594.05,0.3,478.22,L001,rebecca.diaz@yahoo.com,German,25.0,585.308.9211x703,0.58,0.56,0.7
27,blue-collar,single,3,0,1,0,1,7,1,1,999,0,-999,1.4,93.918,-42.7,4.96,5228.1,0.0597273477191171,Maria Smith,81429,4476.38,1.0288719537471007,4605.62,CC003,maria.smith@hotmail.com,German,9.0,+1-281-961-1751x496,0.93,0.49,0.22
60,technician,divorced,4,-999,1,0,0,5,3,6,999,0,-999,1.1,93.994,-36.4,4.858,5191.0,0.0341606261616614,Courtney Norris,88164,2062.4,1.3241520033291998,2730.93,CC003,courtney.norris@gmail.com,German,31.0,537.840.5062x7676,0.66,0.73,0.83
26,technician,single,5,0,1,0,1,10,4,1,999,0,-999,-3.4,92.431,-26.9,0.754,5017.5,0.3675511050552864,Joseph Stanton,44938,4964.31,1.626870384213995,8076.29,L001,joseph.stanton@yahoo.com,English,8.0,9256188954,0.54,0.59,0.39
37,technician,married,4,0,0,0,1,4,4,1,18,1,1,-1.8,93.749,-34.6,0.659,5008.7,0.7141757872497115,Edward Miller,54176,2516.13,0.3,754.84,CC003,edward.miller@yahoo.com,English,19.0,+1-410-321-6618x8472,0.65,0.41,0.42
42,entrepreneur,married,3,0,1,0,0,5,3,2,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0336982397400697,Christine Lee,26266,4406.15,0.9069861918004212,3996.32,L002,christine.lee@gmail.com,English,23.0,946.438.4734x2562,0.78,0.56,0.58
36,admin.,married,5,0,1,1,1,8,5,1,999,1,0,-2.9,92.201,-31.4,0.849,5076.2,0.2607454941919321,Tracy Terry,196552,3535.1,0.3423146570832425,1210.12,L001,tracy.terry@gmail.com,German,18.0,001-913-385-2409x437,0.62,0.71,0.23
25,admin.,single,3,0,1,0,1,7,3,11,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.0618856583448177,Theodore Wells,125045,4055.35,0.9316174285574008,3778.03,L001,theodore.wells@gmail.com,English,7.0,001-825-860-0802,0.7,0.6,0.84
55,admin.,married,5,0,0,0,0,5,1,14,999,0,-999,1.1,93.994,-36.4,4.858,5191.0,0.0256234746895861,Jordan Schmidt,98,2155.27,1.270406882770578,2738.07,L002,jordan.schmidt@gmail.com,German,31.0,744-884-0621x93312,0.91,0.76,0.33
32,blue-collar,married,2,-999,0,0,0,5,4,3,999,0,-999,1.1,93.994,-36.4,4.86,5191.0,0.0320443420374441,Deborah Pennington,47098,3375.21,0.3110036805080579,1049.7,CC003,deborah.pennington@yahoo.com,German,14.0,(699)585-9522,0.51,0.6,0.34
37,admin.,single,5,0,0,0,1,7,4,6,999,0,-999,1.4,93.918,-42.7,4.958,5228.1,0.0647337440960417,Patricia Cochran,189533,1465.37,0.9123766909699008,1336.97,CC003,patricia.cochran@gmail.com,English,19.0,887-201-3452x83150,0.89,0.68,0.42
33,management,married,5,0,0,0,0,5,4,3,999,0,-999,1.1,93.994,-36.4,4.855,5191.0,0.0350775457283452,Andrea Walker,74438,2051.89,0.8554572875073215,1755.3,CC003,andrea.walker@gmail.com,German,15.0,+1-392-621-0502x59496,0.82,0.51,0.36
37,self-employed,married,2,-999,1,0,0,6,2,6,999,0,-999,1.4,94.465,-41.8,4.864,5228.1,0.0368247432146171,Raymond Davis,121501,4150.23,0.3822030913015041,1586.23,CC003,raymond.davis@yahoo.com,German,19.0,273-790-2407x3482,0.94,0.56,0.61
34,admin.,married,5,0,1,0,1,8,1,2,999,0,-999,-2.9,92.201,-31.4,0.843,5076.2,0.2830208154992722,Catherine Johnson,4995,768.02,0.3,230.41,L001,catherine.johnson@gmail.com,English,16.0,605.775.1051x4766,0.75,0.6,0.38
35,blue-collar,married,1,0,0,0,1,11,2,1,999,0,-999,-0.1,93.2,-42.0,4.153,5195.8,0.0565027012943192,Christopher Williams,192666,2887.15,0.9509166869045655,2745.44,L001,christopher.williams@yahoo.com,English,17.0,+1-993-623-7472x609,0.81,0.58,0.75
29,admin.,married,3,0,1,0,1,5,1,4,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,0.0898555207119037,Michelle Craig,30014,4365.84,0.4340419939365346,1894.96,L002,michelle.craig@hotmail.com,English,11.0,697.269.0681,0.55,0.57,0.78
20,student,single,-999,0,0,0,0,10,2,1,999,1,0,-1.1,94.601,-49.5,0.982,4963.6,0.1789858536727066,Kelly Parker,11045,3190.43,0.3,957.13,L001,kelly.parker@yahoo.com,English,2.0,808.416.5350,0.9,0.79,0.3
33,admin.,single,5,0,1,1,1,8,3,2,999,0,-999,1.4,93.444,-36.1,4.965,5228.1,0.0618427416758162,Jody Dominguez,1374,2681.24,0.3,804.37,CC003,jody.dominguez@gmail.com,English,15.0,(566)407-9035x7416,0.89,0.52,0.67
73,retired,married,1,0,1,0,1,7,2,1,999,0,-999,-1.7,94.215,-40.3,0.835,4991.6,0.5474993482903281,Jennifer Berry,25026,958.69,0.3,287.61,L001,jennifer.berry@gmail.com,German,37.0,+1-656-222-8087,0.81,0.43,0.51
38,blue-collar,single,1,-999,0,0,1,5,5,1,999,0,-999,-1.8,92.893,-46.2,1.313,5099.1,0.0769225877934102,Theresa Delgado,135286,1203.63,1.894091200154417,2279.78,CC003,theresa.delgado@hotmail.com,German,20.0,+1-745-299-9892x99516,0.99,0.46,0.65
40,services,married,1,-999,1,0,1,7,3,1,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.059278094595752,Shawn Bullock,86728,4227.01,0.7056502658037486,2982.79,CC003,shawn.bullock@hotmail.com,English,22.0,5156430278,0.67,0.52,0.9
32,admin.,married,5,0,1,0,1,8,5,3,999,0,-999,1.4,93.444,-36.1,4.966,5228.1,0.0565627534846568,Thomas Vincent,181914,4090.07,0.9758227356239856,3991.18,L002,thomas.vincent@hotmail.com,German,14.0,(365)773-0638,0.73,0.65,0.69
56,admin.,divorced,3,0,1,0,0,5,2,6,999,0,-999,1.1,93.994,-36.4,4.856,5191.0,0.032442332451259,Jeffrey Stanton,161969,3715.33,0.952709072253223,3539.63,L001,jeffrey.stanton@yahoo.com,German,30.0,+1-867-542-4718x77964,0.89,0.71,0.64
34,blue-collar,married,4,0,0,0,1,11,2,1,999,0,-999,-0.1,93.2,-42.0,4.153,5195.8,0.0564817228025549,Megan Morgan,42520,1589.14,0.6174115141315899,981.15,L002,megan.morgan@gmail.com,German,16.0,+1-446-302-1282x309,0.71,0.45,0.73
38,services,married,1,0,0,0,0,5,2,2,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0338469490548044,Heidi Nielsen,159988,1599.54,0.9284142490286555,1485.04,L002,heidi.nielsen@yahoo.com,German,19.0,001-732-278-8770x619,0.56,0.55,0.43
53,technician,married,4,0,1,0,0,5,2,1,999,0,-999,1.1,93.994,-36.4,4.856,5191.0,0.035307630775271,Christopher Taylor,43410,1102.99,0.3,330.9,L002,christopher.taylor@hotmail.com,English,31.0,4074375432,0.63,0.67,0.74
53,retired,divorced,3,0,-999,-999,0,5,3,2,999,0,-999,1.1,93.994,-36.4,4.859,5191.0,0.0534061991632659,Mary Ramos,76266,615.82,0.3270184059786239,201.38,L002,mary.ramos@yahoo.com,German,29.0,753-496-6489,0.58,0.66,0.57
39,entrepreneur,single,1,0,1,0,0,5,4,2,999,0,-999,1.1,93.994,-36.4,4.86,5191.0,0.0363984772291585,Kyle Durham,48563,2414.38,0.6157828996799586,1486.73,L002,kyle.durham@yahoo.com,English,21.0,001-889-216-6880x6906,0.72,0.64,0.44
29,services,single,5,-999,0,1,0,6,2,1,999,0,-999,1.4,94.465,-41.8,4.864,5228.1,0.0438616228407454,Jacqueline King,25766,3235.05,0.6856812410982224,2218.21,CC003,jacqueline.king@hotmail.com,German,11.0,001-275-887-2754x9394,0.77,0.44,0.42
